"review","NPS"
"Мини-отель «Театральный», расположенный в центре Ростова-на-Дону, использует веб-сервис Контур.ФМС с октября 2015 года. Подключение к сервису окупилось за пять месяцев.

— Раньше, чтобы передавать сведения по российским гражданам, нам приходилось каждый день посещать ФМС или ездить на почту. На это уходило 1,5-2 часа рабочего времени, — рассказывает директор отеля «Театральный» Виктор Владимирович Тучков.

В октябре 2015 года отель «Театральный» подключился к веб-сервису Контур.ФМС. В нем можно сформировать документы обо всех прибывающих иностранных и российских гражданах и сразу же передать их в контролирующий орган по интернету. В сервис также можно загрузить данные из готового xml- или csv-файла, после чего Контур.ФМС автоматически подготовит уведомление в электронном виде. При необходимости его можно откорректировать и затем отправить в ФМС.

— Благодаря Контур.ФМС весь процесс регистрации занимает несколько минут. Интерфейс сервиса очень простой — даже неподготовленный пользователь способен быстро разобраться. Если посчитать наши прошлые транспортные и почтовые расходы, то затраты на подключение к сервису за пять месяцев эксплуатации мы уже окупили, — комментирует В. В. Тучков.","10"
"Чтобы сэкономить время при передаче данных о постояльцах в ФМС, гостиничный комплекс «Престиж» подключился к интернет-сервису Контур.ФМС от компании СКБ Контур.

Рассказывает директор гостиничного комплекса «Престиж» Магомедхан Амачов:

— Наша организация узнала о компании СКБ Контур от коллег, которые уже пользовались ее сервисом Контур.ФМС. Послушав положительные отзывы, мы тоже решили подключиться, так как каждый день возить анкеты гостей в УФМС было очень неудобно.

Мы сделали заявку, и менеджеры СКБ Контур в очень короткие сроки предоставили все необходимые документы для подключения к Контур.ФМС.

За девять месяцев никаких сбоев в работе сервиса не было. Если у наших сотрудников возникали вопросы, например, как заполнить или отправить данные, то менеджеры СКБ Контур грамотно и профессионально отвечали на них. Наша организация довольна работой компании СКБ Контур и рекомендует всем подключаться к сервису.

Контур.ФМС — сервис электронного документооборота с ФМС, разработанный компанией СКБ Контур. Он позволяет гостиницам формировать данные о постояльцах и передавать их через интернет в электронной форме. При этом вся информация надежно защищается в соответствии с Федеральным законом «О персональных данных» № 152-ФЗ.","10"
"Индивидуальный предприниматель Ирина Морозова подключила свою гостиницу в Астрахани к веб-сервису Контур.ФМС, чтобы передавать данные о постояльцах в ФМС в электронном виде.

По российскому законодательству гостиницы обязаны в течение суток представить в ФМС сведения о каждом постояльце для постановки на регистрационный учет. За невыполнение данного требования нарушителю грозит серьезный штраф — до 500 000 рублей.

Федеральная миграционная служба официально разрешает передавать данные о приезжих российских и иностранных гражданах с помощью специальных программ. В этом случае сотрудникам гостиниц не требуется лично относить анкеты постояльцев в отделения ведомства — данные передаются в ФМС по интернету.

Один из сервисов электронного документооборота с ФМС — это Контур.ФМС, разработанный компанией СКБ Контур. Он позволяет гостиницам сформировать анкету гостя в электронном виде и отправить ее в отделение ФМС.

— Благодаря тому, что мы ведем миграционный учет постояльцев с помощью Контур.ФМС, нам удается экономить самое ценное — наше время. Проблем при работе с сервисом нет, а сотрудники СКБ Контур всегда готовы ответить на возникающие у нас вопросы. Рекомендую другим гостиницам подключаться к Контур.ФМС, — комментирует Ирина Морозова.","10"
"Гостиница Янтарь в Астрахани рекомендует сервис Контур.ФМС.

Ежемесячно через нашу гостиницу проходит около тысячи постояльцев. Данные обо всех гостях нужно в течение суток передавать в ФМС. Пробовали доставлять документы курьером, отправлять своего сотрудника. Первое дорого, второе долго. Перешли на Контур.ФМС и наконец-то вздохнули свободно: никуда ходить не нужно, курьеры ни к чему — все данные уходят в ФМС через интернет. Еще и бумагу экономим. Спасибо разработчикам, очень полезный сервис!","10"
"Персонал отеля готовился к сложностям в связи с внедрением нового сервиса. Но на деле при помощи сервиса Контур.ФМС перейти на ЭДО с МВД оказалось очень просто.

Мы очень довольны сервисом Контур.ФМС. Переход на этот продукт был осуществлен летом 2018 года, в самый разгар туристического сезона в отеле «Иркутск». Персонал, ответственный за предоставление в МВД данных о прибывших и убывших российских и иностранных гражданах, переживал, что могут возникнуть трудности с выгрузкой.","10"
"все тревоги были напрасны: проблем в работе данного сервиса мы не обнаружили. Очень приятный интерфейс, вводить данные легко, программа сама подсказывает, если допущены какие-либо ошибки. Хотелось бы отметить также, что даже в случае возникновения каких-либо вопросов, персонал службы поддержки сервиса Контур.ФМС круглосуточно в режиме реального времени оказывал помощь и консультации.

Рекомендуем и вам осуществить переход на Контур.ФМС!","10"
"Хотелось бы отметить простоту использования сервиса. Изумительный интерфейс отрисован с любовью к его пользователям, в нем очень легко ориентироваться, и он всегда красиво подскажет, если что-то не заполнили или заполнили неверно.

Гостиница «Наука» принимает гостей Санкт-Петербурга с 1931 года. Номерной фонд состоит из 62 уютных номеров на 126 мест.

С момента изменения законодательства РФ в области миграционного учета проживающих, гостиницы стали обязаны передавать сведения о прибывших гостях в Управление по вопросам миграции МВД России по телекоммуникационным каналам.","10"
"В один прекрасный день из новостей мы узнали о решении Федеральной антимонопольной службы, которое позволило войти на рынок Санкт-Петербурга и другим участникам, предоставляющим услуги передачи данных в МВД. Еще давно ознакомившись с сервисом Контур.Отель, мы уже знали, что помимо CRM существует отдельный продукт Контур.ФМС, который нам очень понравился своим внешним видом и простотой в использовании. И мы с нетерпением стали ждать, когда же данный сервис заработает и в Санкт-Петербурге.","10"
"Из-за отсутствия других игроков на рынке услуг передачи данных в МВД, гостиница «Наука» традиционно использовала ПО «Элпост» вместе с другими гостиницами Санкт-Петербурга. Ежемесячно гостиница тратила неадекватные суммы денежных средств за регистрацию посетителей, причем тарификация происходила за каждую отдельную регистрацию каждого гостя. Второй большой проблемой стал неудобный веб-интерфейс и устаревшее предустановленное ПО, которое постоянно приводило к проблемам с работоспособностью операционной системы компьютера, а также, периодически лишало администраторов гостиницы доступа в Интернет.","8"
"Хотелось бы отметить простоту использования сервиса: для его работы не нужны посторонние криптопровайдеры, лишние плагины и прочий мусор, захламляющий операционную систему. Сервис работает в окне браузера, а уведомления подписываются с помощью стандартного плагина и CSP от компании КриптоПРО. Изумительный интерфейс отрисован с любовью к его пользователям, в нем очень легко ориентироваться, и он всегда красиво подскажет, если что-то не заполнили или заполнили неверно.

Хотим поблагодарить менеджера Раковецкую Марию за то, что прошла эти круги ада вместе с нами! Сейчас все работает как часы, а моя добрая традиция каждое утро посещать МФЦ наконец-то завершилась…","7"
"Если вы ведете бронирование на листочке пойдет, но возможностей очень и очень мало. знали бы что будет такое г***, не брали бы. Есть же люди, которые готовы взять 50 лет за 300 000. смешно! Все максимально не продумано и максимально тупо! Никакого контроля за персоналом.","1"
"Программа очень сырая. Очень мягко говоря. Нет элементарных отчетов.
Разработчики тормоза, 2 месяца не могут настроить программу, чтобы время уборки было актуальным. Возможностей ооооочень мало.
Один плюс - почти прямая передача сведений в мвд. Только вот при продлении нужно заходить и продлевать в ручную. Если гость сменил категорию номера - завершаем бронирование и создаем новое, снимаем гостя с учета и ставим по новой. Для иностранных граждан это отдельная проблема. отменные бронирования отображаются в очень неудобном порядке, номер комнаты пропадает. При неоднократном обращении в сп говорят, что передадут сисадминам, но ничего не решается. В службе поддержки сидят теоретики, а не практики. Короче, программа очень стремная.","5"
"Около месяца работаем по тарифу ""Система управления отелем"" (не демо-версия, а полноценно купленный тариф, смотрим как реально работает), поэтому основная задача упирается в сбор заявок о бронирования с букинга, триваго, островка и так далее. В принципе, пока довольны. Все точно фиксируется, стало проще работать с бронью, тарифами. На клиентском обслуживании сервис никак не отражается, это чисто фишка для отельеров. Пока думаем, как перенести часть функционала внутренней системы учета в эту, ждем новых возможностей. Тариф по ФМС, скорее всего, пока брать не будем. Работаем в этом вопросе по другим каналам, и я пока особого смысла платить дополнительно не вижу.","7"
"В сервисе отчетность по каждому постояльцу формируется и отправляется в течение нескольких минут. Опоздать и получить штраф практически невозможно. Теперь у меня намного больше времени для раскрутки гостиницы, не нужно в авральном режиме следить за бронью, отчетами и состоянием номеров. Все под контролем в одном месте","10"
"Мы размещены на нескольких онлайн-площадках, через которые бронируют номера (типа букинга), поэтому для работы приходится постоянно переключаться между личными кабинетами и следить за тарифами и бронями. Теперь все это в одном месте в удобной форме. У меня одно это экономит массу времени. Второе преимущество в том, что можно ""управлять"" номерами. Это избавляет от накладок по бронированию, я вижу ранние заезды, поздние выезды, готовы ли номера к новым постояльцам. Ну и последнее важное преимущество - отчетность перед МВД. Ее, к сожалению, обязаны предоставлять все гостиницы, а мы еще находимся в популярном туристическом городе, так что в нашем случае много постояльцев - иностранцы.","9"
"Попробовали недавно появившийся Контур Отель и нам понравилось. До этого, кстати, работали с еще одним онлайн-сервисом от этого же разработчика - Контур Эльба, автоматизировали основные бизнес-процессы. А Контур Отель вообще идеально подходит для использования в гостиницах. Правда, как он показал бы себя с крупным отелем, не знаю. Потому что наш номерной фонд включает только 25 комнат (совсем маленькая семейная гостиница). Но зато платим не так много - чуть больше 30 тысяч за год. Взяли сразу на год после тестирования, потому что все понравилось.
Итак, в чем его польза. Во-первых, теперь проще работать с заявками клиентов.","9"
"Перед тем, как рассмотреть плюсы этой без сомнения полезной системы, я расскажу о минусах. Мне не понравился подход к тарифной сетке. Вроде с одной стороны зависимость цены от региона - это хорошо. Но разброс цен там незначительный, справедливости нет. В моей области и в Москве вообще цены одинаковые, причем один и тот же номер в аналогичных гостиницах в столице будет стоить в 2-3 раза дороже. А за Контур платим одинаково. Другая проблема - разбивка по размеру номерного фонда. У меня 35 номеров, а плачу столько же, сколько тот, у кого их 90-100. Мы попадаем в один разброс. Да и в целом, система достаточно дорогая. Я отдал за нее в сумме порядка 42 тыс.руб. Но пока не пожалел. Система реально полезная и экономит время, а в случае более-менее раскрученной гостиницы - еще и на лишнем персонале. У меня сейчас в ней работает 1 сотрудник, который отправляет отчетность по постояльцам и следит за бронированием. Раньше этим вопросом занималось 2 человека, теперь второй сотрудник выполняет другие обязанности. Автоматизация и оптимизация. Система работает надежно, особенно в вопросах отправки отчетов. Сроки соблюдаются, нарушений не выявлено и никаких штрафов мы не платим. С ней управлять отелем намного проще.","8"
"Сервис платный, но небольшой гостинице обойдется недорого. К тому же, если некоторые функции не нужны, можно взять урезанный вариант тарифа.","9"
"С Контур Отелем я смогла разобраться за день, освоила все возможности, поняла, как работать. Тут на самом деле все очень просто, нужно войти под учетной записью своего отеля в профиль и Вам откроется несколько вкладок. В ""Бронировании"" дается шахматка. Как только на какой-то площадке клиент бронирует номер, сразу в шахматке это отражается. При этом на других площадках после успешной брони он автоматически удалится из доступных. Все делается само, избавляя от ручного переноса и сопуствующих ошибок и опечаток. В ""Номерах"" показано состояние номеров. Какие свободны, какие заняты, где нужна уборка. При этом есть пометки, где, например, дует или не работает какой-то прибор. В ""Тарифы"" заносятся тарифы по номерам, акции, какие дополнительные услуги идут бесплатно или платно и т.д. В ""Гостях"" представлена информация о заселившихся. Ну и один из самых важных пунктов - ""Регистрация в МВД"". Тут заполняются сведения о гостях, формируются отчеты, направляемые в МВД. Это головная боль любых средств размещения. Так что, как видите, тут все просто и понятно. Осваивается легко, в работе экономит уйму времени.","10"
"Отвратительная обратная связь. Полный игнор после оплаты

Менеджер завлекла выгодным предложением на два года, если оплачу именно в день акции — 18 ноября. Спустя 5 дней после оплаты и тестирования системы понял, что это не мое по многим объективным причинам.
Принял решение вернуть деньги, поэтому написал менеджеру об этом 23 ноября, и тут лояльность компании исчезла. Как звонить и заманивать, так каждый день и очень приветливо, а как вернуть деньги — полный игнор.
Только 8 декабря мне поступил шаблон заявления на возврат и то только после очередного напоминания. В тот же день отправил — и ничего по сегодняшний день. Да, прочитав отзывы и перед тем как писать свой я решил написать на почту ****@******.ru, как просит тут их представитель 20 декабря.
Пришел ответ, что все взято под контроль, работу менеджера также проверят, все ускорят, все проконтролируют... Сегодня 27 и ничего... Видимо, компания Контур хочет оплатить услуги моего юриста. Крайне не рекомендую иметь дело с ними.","3"
"Печальный опыт. Не знаю как, но продажники вышли на меня с хорошим предложением о Контуре именно в момент, когда я искал себе хорошую автоматизацию для отеля. Ежедневные звонки и консультации до момента получения денег. Отправил деньги, получил полный доступ, начал настраивать геолокацию (я из Алматы, Казахстан). Здесь выяснилось, что программа еще сырая и не готова для рынка Казахстана. Указываешь адрес РФ — все работает, адрес казахстанский — важные опции отключаются. Перед оплатой обещали, что сразу же вернут остаток денег если программа не понравится или не подойдет. Жду уже второй месяц, все обещают по телеграмму, но никто не звонит и не вернул мне деньги.
По недоработкам:
1) Огромный, жирный минус — то, что Вы не сможете за 24 часа продать один и тот же номер 2-3 раза. К примеру заселился Иванов Иван 27/11/2021 в 14-00 и срочно выехал через 3-4 часа. Вы не сможете его выселить ( прилагаю скриншот), программа вам не даст закрыть, убрать и перепродать данный номер. По мне, это самый ключевой момент у любых отельеров.
2) Модуль онлайн бронирования. Если гость меняет язык у вас на официальном сайте, то язык модуля не меняется. Проверено на моем сайте ( не знаю как у других)
3) Локация. Указываю Казахстан и тут же отключаются такие функции как: подтверждение на английском языке, бухгалтерские отчеты, события.
Сама программа с интеграцией канал продаж очень удобная. Все заявки из посредников попадают сразу на «шахматку». Я бы остался, если они доработали бы вышеуказанные недоработки.","7"
"Пока тестируем, но все нравится

Около месяца работаем по тарифу ""Система управления отелем"" (не демо-версия, а полноценно купленный тариф, смотрим как реально работает), поэтому основная задача упирается в сбор заявок о бронирования с букинга, триваго, островка и так далее. В принципе, пока довольны. Все точно фиксируется, стало проще работать с бронью, тарифами. На клиентском обслуживании сервис никак не отражается, это чисто фишка для отельеров. Пока думаем, как перенести часть функционала внутренней системы учета в эту, ждем новых возможностей. Тариф по ФМС, скорее всего, пока брать не будем. Работаем в этом вопросе по другим каналам, и я пока особого смысла платить дополнительно не вижу.","7"
"Упрощает управление маленькой гостиницей

Попробовали недавно появившийся Контур Отель и нам понравилось. До этого, кстати, работали с еще одним онлайн-сервисом от этого же разработчика - Контур Эльба, автоматизировали основные бизнес-процессы. А Контур Отель вообще идеально подходит для использования в гостиницах. Правда, как он показал бы себя с крупным отелем, не знаю. Потому что наш номерной фонд включает только 25 комнат (совсем маленькая семейная гостиница). Но зато платим не так много - чуть больше 30 тысяч за год. Взяли сразу на год после тестирования, потому что все понравилось.
Итак, в чем его польза. Во-первых, теперь проще работать с заявками клиентов. Мы размещены на нескольких онлайн-площадках, через которые бронируют номера (типа букинга), поэтому для работы приходится постоянно переключаться между личными кабинетами и следить за тарифами и бронями. Теперь все это в одном месте в удобной форме. У меня одно это экономит массу времени. Второе преимущество в том, что можно ""управлять"" номерами. Это избавляет от накладок по бронированию, я вижу ранние заезды, поздние выезды, готовы ли номера к новым постояльцам. Ну и последнее важное преимущество - отчетность перед МВД. Ее, к сожалению, обязаны предоставлять все гостиницы, а мы еще находимся в популярном туристическом городе, так что в нашем случае много постояльцев - иностранцы. В сервисе отчетность по каждому постояльцу формируется и отправляется в течение нескольких минут. Опоздать и получить штраф практически невозможно. Теперь у меня намного больше времени для раскрутки гостиницы, не нужно в авральном режиме следить за бронью, отчетами и состоянием номеров. Все под контролем в одном месте.","10"
"Плохая система тарификации, высокие цены

Перед тем, как рассмотреть плюсы этой без сомнения полезной системы, я расскажу о минусах. Мне не понравился подход к тарифной сетке. Вроде с одной стороны зависимость цены от региона - это хорошо. Но разброс цен там незначительный, справедливости нет. В моей области и в Москве вообще цены одинаковые, причем один и тот же номер в аналогичных гостиницах в столице будет стоить в 2-3 раза дороже. А за Контур платим одинаково. Другая проблема - разбивка по размеру номерного фонда. У меня 35 номеров, а плачу столько же, сколько тот, у кого их 90-100. Мы попадаем в один разброс. Да и в целом, система достаточно дорогая. Я отдал за нее в сумме порядка 42 тыс.руб. Но пока не пожалел. Система реально полезная и экономит время, а в случае более-менее раскрученной гостиницы - еще и на лишнем персонале. У меня сейчас в ней работает 1 сотрудник, который отправляет отчетность по постояльцам и следит за бронированием. Раньше этим вопросом занималось 2 человека, теперь второй сотрудник выполняет другие обязанности. Автоматизация и оптимизация. Система работает надежно, особенно в вопросах отправки отчетов. Сроки соблюдаются, нарушений не выявлено и никаких штрафов мы не платим. С ней управлять отелем намного проще.","3"
"Просто освоить, удобно использовать

С Контур Отелем я смогла разобраться за день, освоила все возможности, поняла, как работать. Тут на самом деле все очень просто, нужно войти под учетной записью своего отеля в профиль и Вам откроется несколько вкладок. В ""Бронировании"" дается шахматка. Как только на какой-то площадке клиент бронирует номер, сразу в шахматке это отражается. При этом на других площадках после успешной брони он автоматически удалится из доступных. Все делается само, избавляя от ручного переноса и сопуствующих ошибок и опечаток. В ""Номерах"" показано состояние номеров. Какие свободны, какие заняты, где нужна уборка. При этом есть пометки, где, например, дует или не работает какой-то прибор. В ""Тарифы"" заносятся тарифы по номерам, акции, какие дополнительные услуги идут бесплатно или платно и т.д. В ""Гостях"" представлена информация о заселившихся. Ну и один из самых важных пунктов - ""Регистрация в МВД"". Тут заполняются сведения о гостях, формируются отчеты, направляемые в МВД. Это головная боль любых средств размещения. Так что, как видите, тут все просто и понятно. Осваивается легко, в работе экономит уйму времени. Сервис платный, но небольшой гостинице обойдется недорого. К тому же, если некоторые функции не нужны, можно взять урезанный вариант тарифа.","9"
"Я в шоке! Обманывают, деньги не возвращают

Разводят на деньги за годовой пакет услуг. Сколько претензий не писали — все без толку. Даже трубки бросают. Все разговоры мы записали.
Отельеры нашего региона (Алтай) уже все в курсе, что Контур Отель ведёт себя как мошенническая организация.
Менеджеры отдела продаж недоговаривают о важных нюансах, в том числе по блоку онлайн кассы и прочее, все эти нюансы всплывают только после оплаты годового (!) пакета услуг. Наш персональный менеджер ******* ************ поразил своим профессионализмом, после того, как не смог решить нашу проблему и просто добавил наш контакт в ЧС. Звонки ему проходили со всех номеров, кроме нашего. Клиентоориентированность на высоте.
Четыре месяца писали обращения, звонили, каждый раз говорят, перезвоним сегодня, до конца рабочего дня. Время проходит и ничего. Тишина. Проблема не решается, тех. поддержка морозится. Компания готова потерять репутацию, но не вернуть 30 тысяч рублей недовольному клиенту.
Договор на услуги заключён на имя моего супруга. Если компания захочет решить конфликтную ситуацию - 89137916104.","1"
"Сырой софт, отсутствие поддержки, не хотят возвращать деньги

Продали продукт Контур.Отель на 14 месяцев, оплатил полностью, через 1 день понимаю, что обещанного функционала нет, пишу в поддержку — получаю игнор, требую расторжение договора и возврат денег.
Начинается полный игнор, отправляю претензию, тишина... Потом менеджер присылает заявление по их форме (хотя все реквизиты были в претензии) ладно, заполняю, направляю, тишина...
Отправляю обращение, что я буду подавать в суд, тишина.
Направляю им скан искового заявления, если деньги не вернут — буду подавать в суд.
Вот такая история, главная цель компании — продать, работает или не работает продукт им не важно, пока вы не оплатили счет с вами все вежливые, а после — игнор.
Не рекомендую компанию и все их продукты (у меня большой опыт работы и с Экстерном и Диадок, я знаю, о чем я говорю)!","1"
"дно

Программа очень сырая. Очень мягко говоря. Нет элементарных отчетов.
Разработчики тормоза, 2 месяца не могут настроить программу, чтобы время уборки было актуальным. Возможностей ооооочень мало.
Один плюс - почти прямая передача сведений в мвд. Только вот при продлении нужно заходить и продлевать в ручную. Если гость сменил категорию номера - завершаем бронирование и создаем новое, снимаем гостя с учета и ставим по новой. Для иностранных граждан это отдельная проблема. отменные бронирования отображаются в очень неудобном порядке, номер комнаты пропадает. При неоднократном обращении в сп говорят, что передадут сисадминам, но ничего не решается. В службе поддержки сидят теоретики, а не практики. Короче, программа очень стремная. Если вы ведете бронирование на листочке пойдет, но возможностей очень и очень мало. знали бы что будет такое г***, не брали бы. Есть же люди, которые готовы взять 50 лет за 300 000. смешно! Все максимально не продумано и максимально тупо! Никакого контроля за персоналом.","1"
"Прошли те времена, когда всякие сервисы бронирования туров и отелей втюхивали чушь, это давным давно уже сервисы, которые экономят время и деньги. По крайней мере, центр бронирования компании мир — я их постоянная клиентка. Очень нравится скорость работы и сам подход — стабильно укладываются в заданные мной рамки, а это не всегда легко, я дама требовательная) Причем одинаково хорошо подбирают отели в популярных направлениях и в глухомани какой-то, где в принципе мало приличных мест.","7"
"Люблю отдыхать, а хлопоты, связанные с подбором отелей, не люблю. И ничего страшного — меня всегда выручают менеджеры центра бронирования компании мир, они знают свое дело, я им доверяю.","7"
"Про сервис бронирования компании мир могу сказать только хорошее, хотя контактировала с ними раза три всего. Но думаю, что этого вполне себе достаточно, потому что стабильно удачное взаимодействие выходит, и каждый мой отдых проходит на ура)","10"
"Отдыхаю с тремя детьми обычно, так как у мужа очень короткие отпуска, и он предпочитает на них работать, так что сама даже не пытаюсь ничего бронировать. Целиком и полностью доверяю свой отдых отель сервису на летниковской, и пока что они меня устраивают на все 100%","10"
